Name,Address,Zip,Lat,Long
LEARN - CAMPBELL,212 S FRANCISCO AVE,60612,41.87786063,-87.69873872
LEARN - EXCEL,3021 W CARROLL AVE,60612,41.88731992,-87.70207089
LEGACY,3318 W OGDEN AVE,60623,41.85696245,-87.70850768
NAMASTE,3737 S PAULINA ST,60609,41.82569976,-87.66772404
NOBLE - NOBLE HS,1010 N NOBLE ST,60642,41.90019052,-87.66262778
NOBLE - COMER,7131 SOUTH CHICAGO AVE,60619,41.76525228,-87.60416375
NOBLE - GOLDER HS,1454 W SUPERIOR ST,60642,41.89528219,-87.664483
NOBLE - PRITZKER HS,4131 W CORTLAND AVE,60639,41.91521411,-87.73012671
NOBLE - RAUNER HS,1337 W OHIO ST,60642,41.89242501,-87.66085887
NOBLE - ROWE CLARK HS,3645 W CHICAGO AVE,60651,41.89536226,-87.71804677
NOBLE - UIC HS,1231 S DAMEN AVE,60608,41.86581741,-87.67611093
NORTH LAWNDALE - CHRISTIANA HS,1615 S. CHRISTIANA AVE.,60623,41.85856355,-87.70898711
NORTH LAWNDALE - COLLINS HS,1313 S SACRAMENTO DR,60623,41.86414584,-87.7006806
AHS - PASSAGES,1643 W BRYN MAWR AVE,60660,41.98337144,-87.67116042
PERSPECTIVES - LEADERSHIP HS,8131 S MAY ST,60620,41.74596083,-87.65204509
PERSPECTIVES - TECH HS,8131 S MAY ST,60620,41.74594902,-87.65065702
PERSPECTIVES - JOSLIN HS,1930 S ARCHER AVE,60616,41.85599911,-87.6285309
PERSPECTIVES - MATH & SCI HS,3663 S WABASH AVE,60653,41.82778386,-87.62478772
PLATO,5545 W HARRISON ST,60644,41.87276043,-87.76333693
POLARIS,620 N SAWYER AVE,60624,41.89255017,-87.70779647
PROVIDENCE ENGLEWOOD,6515 S ASHLAND AVE,60636,41.77536737,-87.66399583
U OF C - DONOGHUE,707 E 37TH ST,60653,41.82772608,-87.60850078
U OF C - NKO,1119 E 46TH ST,60653,41.81118287,-87.59878627
U OF C - WOODLAWN HS,6420 S UNIVERSITY AVE,60637,41.7781297,-87.59811392
U OF C - WOODSON,4444 S EVANS AVE,60653,41.8135473,-87.60842562
ACERO - ZIZUMBO,4248 W 47TH ST,60632,41.81013479,-87.73049512
ACERO - TORRES,4248 W 47TH ST,60632,41.80819981,-87.73045044
ACERO - DE LAS CASAS,1641 W 16TH ST,60608,41.85950401,-87.66794917
ACERO - FUENTES,2845 W BARRY AVE,60618,41.93747578,-87.69959365
ACERO - PAZ,2651 W 23RD ST,60608,41.85003541,-87.6925509
ACERO - TAMAYO,5135 S CALIFORNIA AVE,60632,41.79993019,-87.69386164
ACERO - GARCIA HS,4248 W 47TH ST,60632,41.80917079,-87.73046685
URBAN PREP - ENGLEWOOD HS,6201 S STEWART AVE,60621,41.78149782,-87.63435669
YOUNG WOMENS HS,2641 S CALUMET AVE,60616,41.84454381,-87.6187238
ACERO - MARQUEZ,2916 W 47TH ST,60632,41.80830882,-87.6973941
CHICAGO TECH HS,1301 W 14TH ST,60608,41.86330141,-87.6590948
CICS - BOND,13300 S LANGLEY AVE,60827,41.65366345,-87.6050391
EPIC HS,8255 S HOUSTON AVE,60617,41.74484911,-87.55022237
ROWE,1424 N CLEAVER ST,60642,41.90779718,-87.66407247
NOBLE - BULLS HS,2040 W ADAMS ST,60612,41.87880881,-87.67819526
NOBLE - MUCHIN HS,1 N STATE ST,60602,41.88274026,-87.62633828
ACERO - CISNEROS,2744 W PERSHING RD,60632,41.82288374,-87.69399616
URBAN PREP - WEST HS,1326 W 14TH PL,60608,41.86254002,-87.66010654
INSTITUTO - HEALTH,2520 S WESTERN AVE,60608,41.84596659,-87.68724016
URBAN PREP - BRONZEVILLE HS,521 E 35TH ST,60616,41.83111753,-87.61362865
NOBLE - JOHNSON HS,6350 S STEWART AVE,60621,41.7783695,-87.6351167
LEARN - SOUTH CHICAGO,8914 S BUFFALO AVE,60617,41.73333313,-87.54557989
LEARN - PERKINS,1700 W 83RD ST,60620,41.74312177,-87.66572106
ACERO - IDAR,5050 S HOMAN AVE,60632,41.80104241,-87.70879678
CICS - CHICAGOQUEST HS,1443 N OGDEN AVE,60610,41.9077968,-87.6455615
ACERO - SANTIAGO,2510 W CORTEZ ST,60622,41.90034364,-87.68989562
CATALYST - MARIA,6727 S CALIFORNIA AVE,60629,41.77099172,-87.69307532
MONTESSORI ENGLEWOOD,6936 S HERMITAGE AVE,60636,41.76739011,-87.66763901
NOBLE - HANSBERRY HS,8748 S ABERDEEN ST,60620,41.73444162,-87.65098673
NOBLE - DRW HS,931 S HOMAN AVE,60624,41.86932808,-87.71165423
LEGAL PREP HS,4319 W WASHINGTON BLVD,60624,41.88173276,-87.73377838
ACERO - CLEMENTE,2050 N NATCHEZ AVE,60707,41.91795168,-87.78783044
ACERO - DE LA CRUZ,7416 N RIDGE BLVD,60645,42.01647588,-87.68440568
YCCS - SCHOLASTIC ACHIEVEMENT,4651 W MADISON ST,60644,41.88044719,-87.7425389
YCCS - MCKINLEY,2920 S WABASH AVE,60616,41.84133117,-87.62533077
YCCS - ASPIRA PANTOJA,3121 N PULASKI RD,60641,41.9381866,-87.72713736
YCCS - ASSOCIATION HOUSE,1116 N KEDZIE AVE,60651,41.90157241,-87.70685988
YCCS - AUSTIN CAREER,5352 W CHICAGO AVE,60651,41.89497639,-87.76022118
YCCS - CCA ACADEMY,1231 S PULASKI RD,60623,41.86494335,-87.72366217
YCCS - HOUSTON,6620 S DR MARTIN LUTHER KING JR DR,60637,41.77416955,-87.6158421
YCCS - YOUTH DEVELOPMENT,7836 S UNION AVE,60620,41.75137711,-87.64173119
YCCS - CAMPOS,2739 W DIVISION ST,60622,41.9028497,-87.69600602
YCCS - INNOVATIONS,17 N. STATE ST.,60602,41.88304717,-87.62773415
YCCS - ADDAMS,1814 S UNION AVE,60616,41.85720786,-87.64488798
YCCS - LATINO YOUTH,2001 S CALIFORNIA AVE,60608,41.85466466,-87.69543001
YCCS - OLIVE HARVEY,10001 S WOODLAWN AVE,60628,41.7129221,-87.5923332
LITTLE BLACK PEARL HS,1060 E 47TH ST,60653,41.8096955,-87.59933994
YCCS - SULLIVAN,8164 S SOUTH CHICAGO AVE,60617,41.74628657,-87.57849167
YCCS - TRUMAN,1145 W WILSON AVE,60640,41.96529482,-87.65923929
YCCS - WEST TOWN,500 N SACRAMENTO BLVD,60612,41.89080312,-87.7020528
YCCS - WESTSIDE HOLISTIC,4909 W DIVISION ST,60651,41.90224003,-87.74881029
YCCS - YOUTH CONNECTION,3424 S STATE ST,60616,41.83207206,-87.62678147
KIPP CHICAGO - CREATE,4818 W OHIO ST,60644,41.89181614,-87.74661384
CAMELOT - CHICAGO EXCEL HS,1257 W 111TH ST,60643,41.69196931,-87.65372654
INSTITUTO - LOZANO HS,2570 S BLUE ISLAND AVE,60608,41.84544602,-87.68406494
ACERO - SOTO HS,5025 S SAINT LOUIS AVE,60632,41.80176225,-87.71102498
YCCS - CHATHAM,9035 S LANGLEY AVE,60619,41.73013139,-87.60697991
LEARN - 7,3021 W CARROLL AVE,60612,41.88731749,-87.70141739
ACERO - BRIGHTON PARK,4420 S FAIRFIELD AVE,60632,41.81310945,-87.69323838
NOBLE - BUTLER HS,821 E 103RD ST,60628,41.70666686,-87.60257332
NOBLE - BAKER HS,2710 E 89TH ST,60617,41.73462237,-87.55620144
CHRISTOPHER HOUSE,5235 W BELDEN AVE,60639,41.92218116,-87.75752153
CHICAGO COLLEGIATE,11816 S INDIANA AVE,60628,41.67931844,-87.61796787
INTRINSIC HS,4540 W BELMONT AVE,60641,41.93898843,-87.74112863
KIPP CHICAGO - BLOOM,5515 S LOWE AVE,60621,41.79355627,-87.63996733
LEARN - MIDDLE,3021 W CARROLL AVE,60612,41.88731991,-87.70272394
HORIZON - SOUTHWEST,5401 S. WESTERN,60609,41.79520095,-87.68396339
NOBLE - ITW SPEER HS,5321 W GRAND AVE,60639,41.91726641,-87.75967517
NOBLE - ACADEMY HS,1443 N OGDEN AVE,60610,41.9068788,-87.64557694
FOUNDATIONS,1233 W. 109TH PL,60643,41.69467074,-87.65353525
PATHWAYS - BRIGHTON PARK HS,3124 W. 47TH STREET,60632,41.80822579,-87.70264475
CAMELOT - EXCEL SOUTH SHORE HS,7530 S SOUTH SHORE DR,60649,41.75974864,-87.55648708
CAMELOT - EXCEL SOUTHWEST HS,7014 S WASHTENAW AVE,60629,41.76592892,-87.69073009
CHICAGO VOCATIONAL HS,2100 E 87TH ST,60617,41.73717393,-87.57326752
DUNBAR HS,3000 S KING DR,60616,41.84022557,-87.61763743
JONES HS,700 S STATE ST,60605,41.87306592,-87.62767532
PROSSER HS,2148 N LONG AVE,60639,41.9200594,-87.76104832
PAYTON HS,1034 N WELLS ST,60610,41.90157517,-87.63538477
RICHARDS HS,5009 S LAFLIN ST,60609,41.80288138,-87.66227785
NORTH-GRAND HS,4338 W WABANSIA AVE,60639,41.91167369,-87.73523756
SIMEON HS,8147 S VINCENNES AVE,60620,41.74578123,-87.63541037
WESTINGHOUSE HS,3223 W FRANKLIN BLVD,60624,41.8899772,-87.70733231
HANCOCK HS,4034 W 56TH ST,60629,41.79146391,-87.72447046
AMUNDSEN HS,5110 N DAMEN AVE,60625,41.97506726,-87.67948421
BOGAN HS,3939 W 79TH ST,60652,41.74937561,-87.72109745
FARRAGUT HS,2345 S CHRISTIANA AVE,60623,41.84855987,-87.70870563
FENGER HS,11220 S WALLACE ST,60628,41.68995073,-87.63757205
ROBESON HS,6835 S NORMAL BLVD,60621,41.7697138,-87.63715272
FOREMAN HS,3235 N LECLAIRE AVE,60641,41.93979677,-87.75416654
GAGE PARK HS,5630 S ROCKWELL ST,60629,41.79101284,-87.68895394
HARLAN HS,9652 S MICHIGAN AVE,60628,41.71837235,-87.62062344
HARPER HS,6520 S WOOD ST,60636,41.77512408,-87.6690893
HIRSCH HS,7740 S INGLESIDE AVE,60619,41.75374796,-87.60172727
HYDE PARK HS,6220 S STONY ISLAND AVE,60637,41.78225693,-87.58661501
KELLY HS,4136 S CALIFORNIA AVE,60632,41.81872906,-87.69463866
KELVYN PARK HS,4343 W WRIGHTWOOD AVE,60639,41.9279184,-87.73599882
KENNEDY HS,6325 W 56TH ST,60638,41.78996125,-87.78083976
LAKE VIEW HS,4015 N ASHLAND AVE,60613,41.95476407,-87.66895269
LANE TECH HS,2501 W ADDISON ST,60618,41.94664458,-87.69101263
MANLEY HS,2935 W POLK ST,60612,41.87093896,-87.69989559
MARSHALL HS,3250 W ADAMS ST,60624,41.87844409,-87.70805007
MATHER HS,5835 N LINCOLN AVE,60659,41.98758868,-87.7024964
MORGAN PARK HS,1744 W PRYOR AVE,60643,41.69203501,-87.66565755
BROOKS HS,250 E 111TH ST,60628,41.69276253,-87.61635261
PHILLIPS HS,244 E PERSHING RD,60653,41.82387997,-87.61979635
ROOSEVELT HS,3436 W WILSON AVE,60625,41.96482788,-87.71481862
SCHURZ HS,3601 N MILWAUKEE AVE,60641,41.94636454,-87.73561211
SENN HS,5900 N GLENWOOD AVE,60660,41.98902854,-87.66713619
STEINMETZ HS,3030 N MOBILE AVE,60634,41.93563359,-87.78351523
SULLIVAN HS,6631 N BOSWORTH AVE,60626,42.00268756,-87.66919215
TAFT HS,6530 W BRYN MAWR AVE,60631,41.98296099,-87.79154725
TILDEN HS,4747 S UNION AVE,60609,41.80751007,-87.64296648
VON STEUBEN HS,5039 N KIMBALL AVE,60625,41.97318505,-87.71338625
LINCOLN PARK HS,2001 N ORCHARD ST,60614,41.91826831,-87.64600936
WASHINGTON HS,3535 E 114TH ST,60617,41.68813694,-87.5375703
WELLS HS,936 N ASHLAND AVE,60622,41.89899471,-87.66748287
HUBBARD HS,6200 S HAMLIN AVE,60629,41.78052639,-87.71801374
NORTHSIDE LEARNING HS,3730 W BRYN MAWR AVE,60659,41.98297252,-87.72238622
SOUTHSIDE HS,7342 S HOYNE AVE,60636,41.75985243,-87.67594677
KENWOOD HS,5015 S BLACKSTONE AVE,60615,41.80377212,-87.59042089
YORK HS,2700 S CALIFORNIA AVE,60608,41.84253335,-87.69526102
NORTHSIDE PREP HS,5501 N KEDZIE AVE,60625,41.98131528,-87.7087078
SIMPSON HS,1321 S PAULINA ST,60608,41.86436548,-87.66872223
KING HS,4445 S DREXEL BLVD,60653,41.81367545,-87.60387386
CHICAGO AGRICULTURE HS,3857 W 111TH ST,60655,41.69122074,-87.71776967
CHICAGO MILITARY HS,3519 S GILES AVE,60653,41.83055498,-87.61921554
YOUNG HS,211 S LAFLIN ST,60607,41.87860253,-87.66423334
CURIE HS,4959 S ARCHER AVE,60632,41.80306021,-87.72204165
CLEMENTE HS,1147 N WESTERN AVE,60622,41.90262579,-87.68690615
CARVER MILITARY HS,13100 S DOTY AVE,60627,41.65628995,-87.59062039
CORLISS HS,821 E 103RD ST,60628,41.70665962,-87.60121588
JULIAN HS,10330 S ELIZABETH ST,60643,41.70585894,-87.65374921
JUAREZ HS,1450 W CERMAK RD,60608,41.85267014,-87.66433931
VAUGHN HS,4355 N LINDER AVE,60641,41.9603638,-87.76466317
HOPE HS,5515 S LOWE AVE,60621,41.79355347,-87.64124411
GRAHAM HS,2347 S WABASH AVE,60616,41.84967542,-87.62531482
ADDAMS,10810 S AVENUE H,60617,41.6987388,-87.53297604
AGASSIZ,2851 N SEMINARY AVE,60657,41.9341263,-87.65622867
ARMOUR,950 W 33RD PL,60608,41.83385391,-87.65065316
ARMSTRONG G,2110 W GREENLEAF AVE,60645,42.01014998,-87.68444183
MARINE LEADERSHIP AT AMES HS,1920 N HAMLIN AVE,60647,41.91604463,-87.72174232
AUDUBON,3500 N HOYNE AVE,60618,41.94506223,-87.68104105
JEFFERSON HS,1100 S HAMILTON AVE,60612,41.86783229,-87.68041755
AVALON PARK,8045 S KENWOOD AVE,60619,41.74824699,-87.59165381
BARNARD,10354 S CHARLES ST,60643,41.70513101,-87.65807422
BARRY,2828 N KILBOURN AVE,60641,41.93251058,-87.73938835
BARTON,7650 S WOLCOTT AVE,60620,41.75419385,-87.67092713
BASS,1140 W 66TH ST,60621,41.77424645,-87.65353242
BATEMAN,4220 N RICHMOND ST,60618,41.95821984,-87.70215096
NICHOLSON,6006 S PEORIA ST,60621,41.78494238,-87.64745284
EDISON,4929 N SAWYER AVE,60625,41.9715061,-87.70930367
CLARK ES,1045 S MONITOR AVE,60644,41.86781257,-87.77041753
BEAUBIEN,5025 N LARAMIE AVE,60630,41.97239395,-87.75756504
BEIDLER,3151 W WALNUT ST,60612,41.88532104,-87.70585481
BELDING,4257 N TRIPP AVE,60641,41.95893849,-87.73401973
BELL,3730 N OAKLEY AVE,60618,41.9495298,-87.68601824
BENNETT,10115 S PRAIRIE AVE,60628,41.71043495,-87.61739046
BLAINE,1420 W GRACE ST,60613,41.95078052,-87.66496784
BOONE,6710 N WASHTENAW AVE,60645,42.00341161,-87.69746282
JOPLIN,7931 S HONORE ST,60620,41.74933916,-87.66936565
BRADWELL,7736 S BURNHAM AVE,60649,41.75436513,-87.55714197
HAMPTON,3434 W 77TH ST,60652,41.75345719,-87.70873128
HALEY,11411 S EGGLESTON AVE,60628,41.68665997,-87.63363214
BRENTANO,2723 N FAIRFIELD AVE,60647,41.9309661,-87.6962942
BRIDGE,3800 N NEW ENGLAND AVE,60634,41.94911439,-87.79866892
BRIGHT,10740 S CALHOUN AVE,60617,41.69972622,-87.56208423
BROWN W,54 N HERMITAGE AVE,60612,41.88299679,-87.67068239
BROWNELL,6741 S MICHIGAN AVE,60637,41.77162036,-87.62174597
BOUCHET,7355 S JEFFERY BLVD,60649,41.76084748,-87.57607486
BUDLONG,2701 W FOSTER AVE,60625,41.97575433,-87.69655603
BURBANK,2035 N MOBILE AVE,60639,41.91759814,-87.78269957
BURKE,5356 S KING DR,60615,41.79675956,-87.61614052
BURLEY,1630 W BARRY AVE,60657,41.93793747,-87.66985312
BURNHAM,9928 S CRANDON AVE,60617,41.71440206,-87.56713059
CASTELLANOS,2524 S CENTRAL PARK AVE,60623,41.84544988,-87.71492701
BURNSIDE,650 E 91ST PL,60619,41.72848064,-87.60743532
BURR,1621 W WABANSIA AVE,60622,41.91235791,-87.6686606
BURROUGHS,3542 S WASHTENAW AVE,60632,41.82886791,-87.69245663
BRUNSON,932 N CENTRAL AVE,60651,41.89766257,-87.76560566
BYRNE,5329 S OAK PARK AVE,60638,41.79503097,-87.79154448
CALDWELL,8546 S CREGIER AVE,60617,41.73922636,-87.58072903
LITTLE VILLAGE,2620 S LAWNDALE AVE,60623,41.84369812,-87.71731895
CAMERON,1234 N MONTICELLO AVE,60651,41.90379212,-87.71792664
CANTY,3740 N PANAMA AVE,60634,41.94800703,-87.8292957
CARNEGIE,1414 E 61ST PL,60637,41.78336832,-87.59079501
CARROLL,2929 W 83RD ST,60652,41.74251663,-87.69601208
CARSON,5516 S MAPLEWOOD AVE,60629,41.79327214,-87.68779954
CARTER,5740 S MICHIGAN AVE,60637,41.78982791,-87.62245275
CARVER G,901 E 133RD PL,60827,41.65370212,-87.59951563
ALDRIDGE,630 E 131ST ST,60827,41.65740497,-87.60647385
CASSELL,11314 S SPAULDING AVE,60655,41.68734706,-87.70321549
GREELEY,832 W SHERIDAN RD,60613,41.95280951,-87.65097987
CHALMERS,2745 W ROOSEVELT RD,60608,41.86643525,-87.69525937
CHAPPELL,2135 W FOSTER AVE,60625,41.9758943,-87.68326359
CHASE,2021 N POINT ST,60647,41.91799265,-87.69456225
CHOPIN,2450 W RICE ST,60622,41.89671269,-87.68893676
CHRISTOPHER,5042 S ARTESIAN AVE,60632,41.80165863,-87.685607
CLAY,13231 S BURLEY AVE,60633,41.65455815,-87.5446136
CLEVELAND,3121 W BYRON ST,60618,41.95204212,-87.70644253
CLINTON,6110 N FAIRFIELD AVE,60659,41.99254136,-87.69835995
CLISSOLD,2350 W 110TH PL,60643,41.69302601,-87.68089679
COLES,8441 S YATES BLVD,60617,41.74141281,-87.56596977
COLUMBUS,1003 N LEAVITT ST,60622,41.89956578,-87.68193805
COOK,8150 S BISHOP ST,60620,41.74523702,-87.65977459
JORDAN,7414 N WOLCOTT AVE,60626,42.01708759,-87.67776252
COONLEY,4046 N LEAVITT ST,60618,41.9555532,-87.6837653
COOPER,1624 W 19TH ST,60608,41.85603119,-87.66722708
LANGFORD,6010 S THROOP ST,60636,41.78468086,-87.65716921
CORKERY,2510 S KILDARE AVE,60623,41.84560242,-87.73119287
VICK,2554 W 113TH ST,60655,41.68819084,-87.6856766
PEREZ,1241 W 19TH ST,60608,41.85602872,-87.65798013
CROWN,2128 S SAINT LOUIS AVE,60623,41.85266349,-87.71247015
DIRKSEN,8601 W FOSTER AVE,60656,41.97371478,-87.84104144
DARWIN,3116 W BELDEN AVE,60647,41.92332272,-87.70541291
DAVIS N,3014 W 39TH PL,60632,41.82185161,-87.70020216
DAWES,3810 W 81ST PL,60652,41.74507775,-87.71735342
DECATUR,7030 N SACRAMENTO AVE,60645,42.00928856,-87.70461859
DENEEN,7240 S WABASH AVE,60619,41.76249026,-87.62334459
DEVER,3436 N OSCEOLA AVE,60634,41.94255167,-87.81313153
DEWEY,5415 S UNION AVE,60609,41.79564568,-87.64265158
DIXON,8306 S SAINT LAWRENCE AVE,60619,41.74366924,-87.60997887
DOOLITTLE,535 E 35TH ST,60616,41.83112063,-87.61227454
DORE,6108 S NATOMA AVE,60638,41.78095446,-87.78760442
DRAKE,2710 S DEARBORN ST,60616,41.84404331,-87.62855345
TURNER-DREW,9300 S PRINCETON AVE,60620,41.72560922,-87.63016448
DRUMMOND,1845 W CORTLAND ST,60622,41.9159138,-87.6744946
EARLE,2040 W 62ND ST,60636,41.78122517,-87.67554666
EBERHART,3400 W 65TH PL,60629,41.77442045,-87.70795263
EBINGER,7350 W PRATT AVE,60631,42.00440792,-87.81116978
CURTIS,32 E 115TH ST,60628,41.6854184,-87.62165261
EDGEBROOK,6525 N HIAWATHA AVE,60646,41.99943683,-87.76184047
METCALFE,12339 S NORMAL AVE,60628,41.66944402,-87.63430552
EDWARDS,4815 S KARLOV AVE,60632,41.80554154,-87.72585618
ELLINGTON,243 N PARKSIDE AVE,60644,41.88552958,-87.76658938
ERICSON,3600 W 5TH AVE,60624,41.87574412,-87.71580443
ESMOND,1865 W MONTVALE AVE,60643,41.68941961,-87.66915867
EVERETT,3419 S BELL AVE,60608,41.83155516,-87.6813103
FALCONER,3020 N LAMON AVE,60641,41.93578457,-87.74933063
FARNSWORTH,5414 N LINDER AVE,60630,41.97979006,-87.76607166
FERNWOOD,10041 S UNION AVE,60628,41.71118362,-87.64041365
FIELD,7019 N ASHLAND AVE,60626,42.00966386,-87.6699854
FISKE,6020 S LANGLEY AVE,60637,41.78518282,-87.6086329
KANOON,2233 S KEDZIE AVE,60623,41.85077148,-87.70511208
TELPOCHCALLI,2832 W 24TH BLVD,60623,41.84794743,-87.69600588
BELMONT-CRAGIN,5252 W PALMER ST,60639,41.92160396,-87.75795257
FORT DEARBORN,9025 S THROOP ST,60620,41.72967267,-87.65548116
KELLMAN,3030 W ARTHINGTON ST,60612,41.87016772,-87.7021629
FRANKLIN,225 W EVERGREEN AVE,60610,41.90659999,-87.63551281
FOSTER PARK,8530 S WOOD ST,60620,41.73842548,-87.66809931
FULLER,4214 S ST LAWRENCE AVE,60653,41.8180034,-87.61178404
FULTON,5300 S HERMITAGE AVE,60609,41.79758027,-87.66843588
FUNSTON,2010 N CENTRAL PARK AVE,60647,41.91761651,-87.71689166
GALE,1631 W JONQUIL TER,60626,42.02109056,-87.67193898
GALLISTEL,10347 S EWING AVE,60617,41.706801,-87.53517531
GARVY,5225 N OAK PARK AVE,60656,41.97635166,-87.79623511
GARY,3740 W 31ST ST,60623,41.83706515,-87.71869664
GILLESPIE,9301 S STATE ST,60619,41.72533228,-87.62371944
RANDOLPH,7316 S HOYNE AVE,60636,41.76061413,-87.67596551
GOETHE,2236 N ROCKWELL ST,60647,41.92283101,-87.6928997
OWENS,12302 S STATE ST,60628,41.67061754,-87.62254566
GRISSOM,12810 S ESCANABA AVE,60633,41.662481,-87.55330671
GOUDY,5120 N WINTHROP AVE,60640,41.97581653,-87.65791249
GRAHAM ES,4436 S UNION AVE,60609,41.81330373,-87.64334424
GRAY,3730 N LARAMIE AVE,60641,41.94876358,-87.7571156
ORTIZ DE DOMINGUEZ,3000 S LAWNDALE AVE,60623,41.83879052,-87.71719032
ARIEL,1119 E 46TH ST,60653,41.81117346,-87.59750293
GREENE,3525 S HONORE ST,60609,41.82966928,-87.67149237
GREGORY,3715 W POLK ST,60624,41.87074216,-87.71866613
GRESHAM,8524 S GREEN ST,60620,41.73892016,-87.64502524
GRIMES,5450 W 64TH PL,60638,41.77546426,-87.75880329
GUNSAULUS,4420 S SACRAMENTO AVE,60632,41.81300737,-87.69936419
HAINES,247 W 23RD PL,60616,41.84995832,-87.63380633
HALE,6140 S MELVINA AVE,60638,41.78019173,-87.77657871
NINOS HEROES,8344 S COMMERCIAL AVE,60617,41.74375308,-87.55186172
HAMILTON,1650 W CORNELIA AVE,60657,41.94521966,-87.67086537
HAMLINE,4747 S BISHOP ST,60609,41.80724156,-87.66117466
HAMMOND,2819 W 21ST PL,60623,41.85271913,-87.6962433
FINKL,2332 S WESTERN AVE,60608,41.84921491,-87.68566784
MCAULIFFE,1841 N SPRINGFIELD AVE,60647,41.91481634,-87.72393113
HARTE,1556 E 56TH ST,60637,41.79344724,-87.5868546
HARVARD,7525 S HARVARD,60620,41.75734054,-87.63273687
HAUGAN,4540 N HAMLIN AVE,60625,41.96402871,-87.72312804
ZAPATA,2728 S KOSTNER AVE,60623,41.8413938,-87.73431332
HAWTHORNE,3319 N CLIFTON AVE,60657,41.94227549,-87.65770888
HAY,1018 N LARAMIE AVE,60651,41.89917136,-87.75581325
HAYT,1518 W GRANVILLE AVE,60660,41.99454089,-87.66850377
WOODLAWN,6657 S KIMBARK AVE,60637,41.77336553,-87.594392
SMITH,744 E 103RD ST,60628,41.70755762,-87.60466041
HEALY,3010 S PARNELL AVE,60616,41.83959486,-87.64034075
HEARST,4640 S LAMON AVE,60638,41.808175,-87.74572606
HEDGES,4747 S WINCHESTER AVE,60609,41.80711213,-87.67332726
HEFFERAN,4409 W WILCOX ST,60624,41.87866465,-87.73580189
HENDERSON,5650 S WOLCOTT AVE,60636,41.79059129,-87.67188731
HENDRICKS,4316 S PRINCETON AVE,60609,41.81578775,-87.63366448
HENRY,4250 N SAINT LOUIS AVE,60618,41.9589888,-87.71563237
SOUTH LOOP,1212 S PLYMOUTH CT,60605,41.86687451,-87.628615
HERZL,3711 W DOUGLAS BLVD,60623,41.8620813,-87.71899385
LARA,4619 S WOLCOTT AVE,60609,41.8097703,-87.67218159
HIBBARD,3244 W AINSLIE ST,60625,41.97033524,-87.71036161
HITCH,5625 N MCVICKER AVE,60646,41.9836717,-87.77912305
HOLDEN,1104 W 31ST ST,60608,41.83802739,-87.65379167
HOLMES,955 W GARFIELD BLVD,60621,41.79378765,-87.64979536
HOWE,720 N LOREL AVE,60644,41.89361221,-87.75939839
HOYNE,8905 S CRANDON AVE,60617,41.73333775,-87.5682281
CUFFE,8324 S RACINE AVE,60620,41.74245163,-87.65363345
CULLEN,10650 S EBERHART AVE,60628,41.70033514,-87.61124446
HUGHES C,4247 W 15TH ST,60623,41.86051774,-87.73177739
HURLEY,3849 W 69TH PL,60629,41.76678528,-87.71954083
GALILEO,820 S CARPENTER ST,60607,41.87125482,-87.65336555
